query_id,history,gaps_days,target_items
31,308 314 317 862 930 1010 1964 2495 2724 2805 2930 3019 3224 3238 3301 3431 3555 3973|314 1483 1860 1964 2805 3555 3759 3956|314 928 930 1180 1921 2438 2805 4061|314 441 805 1280 1887 2123 2275 2288 2805 3555 4061|136 140 176 930 1269 1393 1410 1846 1860 1957 2523 2660 2740 2805 3366 3374 3822|115 136 668 713 819 1001 1014 1269 1296 1410 1461 1484 1658 1846 1903 1907 1959 1964 1996 2464 2573 2868 2918 2919 3054 3134 3375 3555 3586 3650 3654 3739 4069|314|176 345 385 770 811 871 1296 1964 2421 2573 2709 2895 3296 3366 3738 3881 3996|159 289 345 512 811 1240 1296 1461 2709 2794 2844 2895 2916 3329 3650 3738 3739|385 811 1045 1707 1801 2844 3258 3329 3567 3667|317 600 1240 1296 1707 1886 1904 1921 2483 2552 2660 2740 2844 2868 2916 3176 3650 3739 3964|176 314 345 405 525 763 770 871 1296 1461 1512 1782 1996 2291 2483 2573 2727 2844 2868 3176 3247 3297 3555 3650 3680 3686 3738 3829 3881 4009|317 333 456 512 668 1001 1240 1685 1903 2280 2784 2797 2916 2961 3285 3815|125 176 230 289 345 456 512 770 1828 1996 2543 2551 2717 2844 3054 3567 3680 3749 3881|405 512 871 874 1846 2626 2844 4069|333 345 456 512 657 713 897 1240 1269 1383 1400 1410 2323 2543 2689 2868 2889 2961 3481 3626 4007 4069|512 1001 1387 1846 2543 2868 3182 3344 3626 3650 3881|77 230 651 874 1225 1387 1429 1846 3176 3587|525 751 836 1028 1225 1296 1429 1809 2463 2576 2687 2916 2953 3117 3225,0 34 33 51 23 63 0 56 28 22 41 48 22 41 16 27 25 10 13,159 165 176 651 713 721 770 833 871 886 1387 1537 1846 2078 2199 2280 2282 2483 2538 2860 2889 3650 3680 4069
32,20 71 140 279 301 409 516 630 711 754 779 805 809 863 916 999 1089 1128 1223 1416 1567 1608 1895 2004 2079 2107 2131 2374 2438 2581 2717 2740 2751 2932 2956 3014 3123 3175 3178 3293 3297 3351 3385 3392 3432 3543 3624 3636 3829 3870 3905 4013 4032 4061 4079|1506|125 140 235 279 388 409 601 630 800 805 884 951 963 1010 1011 1416 1506 1839 1997 2004 2027 2079 2107 2120 2131 2156 2364 2400 2438 2571 2581 2596 2717 2740 2876 2966 3014 3040 3088 3175 3293 3297 3385 3392 3403 3576 3617 3624 3636 3819 4013 4032|36 77 125 140 240 279 314 347 349 406 409 433 592 630 641 649 685 687 766 805 913 963 999 1011 1051 1253 1280 1357 1416 1437 1460 1506 1540 1572 1595 1686 1725 1756 1827 1839 1866 1889 1928 1934 1955 1980 1997 2044 2079 2089 2107 2167 2281 2304 2380 2400 2416 2438 2446 2530 2574 2581 2678 2717 2724 2740 2805 2860 2916 2930 2966 3014 3144 3162 3164 3175 3231 3298 3299 3315 3385 3392 3403 3413 3487 3505 3527 3617 3636 3660 3681 3708 3819 3876 3890 3903 3996 4008 4011 4013 4032 4047|20 125 179 279 345 388 546 849 884 951 1010 1025 1234 1257 1416 1468 1718 1756 1778 1839 1895 1978 2150 2156 2184 2196 2293 2304 2380 2416 2464 2596 2678 2717 2725 2740 2860 2903 2919 2984 2995 3161 3344 3385 3392 3454 3515 3783 3815 3952 4032|77 190 195 392 409 433 489 495 630 687 714 884 999 1089 1102 1113 1225 1272 1468 1484 1506 1686 1712 1756 1778 1866 1867 1889 1929 1934 1963 1994 2044 2079 2081 2089 2100 2107 2118 2150 2156 2167 2304 2387 2416 2509 2596 2603 2746 2765 2916 2956 2984 3088 3161 3164 3175 3231 3238 3307 3344 3361 3375 3412 3423 3437 3454 3587 3634 3636 3662 3780 3815 3844 3876 3903 3957 4047 4069|35 63 108 227 409 569 695 707 815 1011 1146 1253 1527 1624 2100 2576 3014 3162 3258 3281 3307 3319 3363 3375 3390 3403 3689 3780 4012 4013 4027|63 125 1225 1416 1850 1895 2717 3063 3375 3385 3819 4069|20 125 139 140 162 190 388 409 489 630 662 714 884 913 963 999 1010 1011 1214 1268 1416 1433 1479 1506 1568 1627 1742 1839 1850 1895 2079 2091 2096 2150 2387 2581 2596 2651 2662 2717 2740 2864 2898 2905 2952 2966 3014 3078 3175 3297 3375 3385 3392 3403 3517 3636 3819 3844 3910 3929 4013 4032 4069,0 0 126 83 28 98 14 3 192,58 63 125 388 406 453 489 641 662 687 714 849 867 884 1010 1011 1025 1102 1433 1506 1586 1627 1827 1911 2079 2081 2131 2150 2156 2184 2196 2394 2416 2435 2446 2474 2537 2587 2596 2678 2717 2724 2864 2956 2966 3014 3078 3087 3175 3258 3315 3371 3375 3403 3454 3517 3616 3636 3648 3727 3819 3910 4013 4027
33,240 409 454 611 634 779 916 919 1210 1426 1760 1870 1964 2095 2293 2317 2548 2916 3128 3293 3296 3432 3779 3813 3909 3968 4022|67 785 908 1276 1291 1579 1761 1871 1895 2184 2805 2919 3189 3556 3557 3641 3656 3705 3715|958 1142 1387 1640 1846 3045 3046 3344 3437 3587 3705 4009|314 384 713 1036 1387 1846 2463 3046 3705,0 203 53 32,314 463 794 890 1036 1846 2044 2304 2899 3394 3705 3881 3980 4064
34,67 294 778 785 1113 1479 1756 2379 2512 2548 2603 2732 2927 3138 3344 3437 3515 3641|125 685 687 1005 1055 2118 2805 2880 2927 3307 3344|1281 1479 3344 3557|2118|507 600 646 724 834 1259 1507 1867 2109 2379 2438 2927 3130 3514 3557 3849 4053|724 1639 3514 3557|646 1259 1853 1977 2265 2379 2438 2927 3157 3557,0 66 32 3 61 71 35,121 176 263 323 854 2660 2929 4076
35,29 31 69 159 167 185 266 376 477 479 540 548 592 594 607 738 779 800 892 913 916 950 964 990 1201 1205 1310 1313 1355 1396 1423 1570 1582 1595 1597 1676 1757 1773 1806 1824 1861 1936 1965 2012 2046 2121 2191 2263 2269 2398 2404 2438 2469 2515 2530 2556 2558 2573 2628 2692 2740 2757 2766 2780 2886 2894 2965 2966 2979 3117 3126 3183 3193 3278 3378 3396 3403 3448 3455 3516 3542 3601 3612 3785 3829 3953 4032 4038|125 338 387 408 721 921 975 1011 1147 1179 1182 1322 1327 1576 1597 1608 1777 1934 2038 2081 2154 2209 2438 2556 2592 2604 2623 2788 2791 2897 2966 3061 3208 3231 3277 3385 3448 3455 3530 3594 3619 3755 4027|4 381 594 726 800 1180 1422 1447 1582 1777 1939 2094 2147 2167 2187 2222 2227 2281 2470 2509 2788 2892 3164 3231 3289 3534 3619 3748 3827 3876|77 100 243 294 636 641 652 815 884 913 952 1011 1180 1222 1310 1454 1457 1495 1541 1576 1582 1777 2083 2154 2156 2167 2526 2544 2553 2791 2844 2972 2979 3067 3121 3231 3377 3416 3448 3453 3490 3616 3619 3648 3827 3867 3919|100 213 295 392 489 511 594 800 884 913 951 1011 1196 1253 1454 1576 1582 1807 1900 1934 1936 1964 2150 2156 2167 2206 2400 2571 2596 2679 2788 2924 2932 2966 3006 3231 3364 3448 3490 3616 3619 3648 3876 4071,0 7 6 20 20,20 37 89 90 140 213 430 489 613 800 880 884 913 963 1032 1101 1187 1200 1224 1255 1260 1334 1341 1360 1526 1582 1777 1807 1818 1934 1965 1973 2093 2167 2274 2307 2365 2366 2382 2516 2570 2571 2581 2740 2788 2794 2921 2932 2966 2980 3006 3029 3054 3145 3152 3193 3231 3269 3392 3403 3445 3448 3454 3481 3490 3617 3619 3658 3783 3876 4040
36,70 128 235 902 1011 1254 1403 1479 1576 1724 1805 1825 1837 1935 2364 2512 2596 2913 2966 3007 3908 3921 4071|82 160 235 315 409 722 1138 1254 1347 1479 1771 1837 2120 2225 2364 2459 2596 3072 3417 3437 3908|70 128 160 180 409 455 606 632 884 903 973 1105 1254 1525 1771 1949 2120 2317 2379 2400 2448 2459 2571 2596 2603 2871 2916 2966 3007 3088 3251 3361 3403 3470 3841 3924 4071|3470|77 153 315 722 884 1218 1479 1582 2364 2379 2596 2871 2927 3040 3159|180 472 609 632 903 1011 1084 1380 1576 1585 2089 2400 2519 2522 2677 2917 3007 3045 3331 3403 4071|82 162 315 321 582 884 1576 1742 1771 2265 2274 2400 2571 2596 2966 3371 3403 3445|162 582 632 1585 1742 1837 2400 2459 2596 3251 3264 3445 3620 4071|70 153 235 455 884 903 973 1133 1347 1479 1742 2364 2421 2519 2571 2596 2871 3088 3251 3445 3512|70 162 315 323 884 1193 1254 1347 1585 1598 1636 1742 1935 2126 2400 2421 2459 2596 2871 2898 3445 4071|70 82 162 884 1193 1218 1380 1394 1598 1771 1814 1837 1862 2400 2459 2464 2521 2871 3697 3952 4071,0 37 55 35 13 21 55 49 44 51 32,632 1254 1636 2364 2521 2571 2596 2871 3620
37,20 260 282 345 430 520 526 600 1151 1184 1192 1295 1297 1761 1874 2069 2419 2604 2680 2916 2987 3075 3240 3243 3353 3392 3422 3491 3622 3657 3804 3813 3990 4040 4071|108 139 171 176 629 1084 1213 1571 1615 1671 2017 2483 2868 2898 2917 3042 3149|282 1213 1596 1826 2419|2678 2830 3295 3473,0 107 14 105,200 2464 2576 3644
38,1916 2438 3948|1437 2438|23 1010 2014 2416 2438 2903 3621 3995,0 91 45,23 1010 2014 2416 2438 2805
39,160 213 339 630 660 736 966 1091 1331 1576 2126 2550 2596 2719 2871 3197 3555 3619 3866 4071|20 338 508 614 688 1062 1111 1147 1157 1331 1486 1585 1740 1935 2089 2599 2693 2766 2970 2991 3689 3740 3876 4078|486 660 722 913 1475 1582 1598 1866 1982 2090 2156 2400 2703 2871 2929 3033 3298 3362 3403 3619 3934|140 158 303 526 630 1559 2004 2871 3181 3736 4071|416 630 913 1024 1331 1582 1585 1598 1866 1870 1982 2156 2400 2596 2655 2703 3197 3298 3629 3761 4071|70 213 602 852 973 1091 1585 1822 2089 2156 2413 2522 2531 2596 2871 3146 3555 3619 3912 4071|213 392 660 1340 1576 1582 1585 1598 1724 1866 1870 1935 2095 2400 2533 2596 2871 2913 3078 3298 3619 3761 3797 3908|70 128 347 602 630 736 973 1540 1559 1576 1585 1598 1866 1982 2533 2655 2703 2871 2913 3078 3197 3362 3797|392 737 754 1011 2117 2596 2610 3078 3234 3294 3467 3597 3707 3797 4071|82 128 213 606 754 1340 1585 1598 1771 1866 1870 1935 2117 2156 2459 2596 2871 2949 3078 3258 3294 3467 3541 3761 3925 3979 4071|14 20 128 213 315 486 754 973 1238 1576 1585 1627 1858 1982 2117 2343 2400 2522 2533 2571 2596 2610 2700 2864 2871 2909 2913 3197 3258 3315 3344 3362 3467 3528 3761 3797 3908 3925 3965 3979 3990 4027|162 315 486 1559 1582 1585 1598 2025 2156 2400 2596 2898 3197 3362 3467 4071|139 315 1024 1340 1576 1866 1870 2130 2156 2201 2521 2596 2651 2655 2898 2913 3298 3908 3929|139 162 754 1331 1479 1568 1582 1585 2025 2117 2156 2343 2533 2703 2871 3315 3362 3370 3467 3761 3876 3934 4071|139 315 660 1011 1576 1598 1742 2521 2522 2571 2596 2610 2871 2898 3197 3403 3929 4071|162 309 453 565 582 609 640 726 800 1058 1111 1159 1340 1486 1807 1866 2117 2167 2203 2318 2400 2522 2629 2677 2871 2966 2991 3007 3114 3172 3192 3298 3315 3370 3371 3403 3404 3445 3876 3889 3934|63 121 139 315 852 1206 1585 1866 2025 2156 2201 2521 2596 2651 2873 3294 3458 3467 3797 3807 3979|36 235 317 416 453 642 1007 1105 1862 2089 2521 2906 3052 3131 3331 3449 3710 3890|609 1159 1331 1585 2089 2318 2400 2521 3298 3331 3876 4071,0 61 8 23 4 59 69 52 27 53 48 115 42 33 38 7 56 11 7,128 139 160 263 315 486 754 1238 1331 1479 1585 1598 1742 1799 2025 2117 2610 2703 2830 2871 2898 3258 3588 3761 3797
40,180 213 314 317 340 536 600 717 754 873 896 908 963 1010 1093 1340 1525 1535 1567 1572 1597 1717 1807 1934 2118 2576 2681 2805 2806 2909 2919 2927 2932 3000 3007 3052 3089 3141 3307 3382 3487 3519 3520 3584 3616 3648 3653|380 600 908 1105 2576 3307 3705,0 61,4 301 381 689 700 775 899 968 977 1527 2266 2671 2822 2828 3075 3805
41,1761|1242|1761|961|727|1761|961|3122|4062|961,0 60 0 4 24 0 13 0 21 0,961
42,455 775 1510 1511 1704 1761 2341 2379 2740 3805 4032|11 20 25 39 260 445 1055 1057 1227 1761 1804 2065 2293 2715 2844 2933 3243 3339 3877 3990 4032,0 329,2762
43,18 125 331 600 908 1291 2202 2432 2440 3570 3715 3813 3829|386 928 1010 1213 1502 1598 2293 2761 2855 3476|115 171 185 383 873 989 1010 1213 1393 1597 1598 1682 2066 2293 2356 2438 2576 2725 2889 3134 3454 3813 3822|115 171 873 930 989 1010 1410 1503 1682 1788 1871 2066 2293 2356 2453 2689 2725 2805 3454 3461 3813 3952 4038|99 384 405 409 466 642 751 873 1253 1382 1387 1479 1597 1685 1690 1746 2098 2416 2438 2612 2709 2727 2747 2784 2900 3519 3580 3908 3953 4047|115 185 345 384 685 687 751 1155 1387 1503 1597 1610 1682 1685 2076 2293 2438 2805 2914 3043 3374 3461 4038|115 660 696 738 763 819 1168 1382 1801 2153 2684 2794 2889 3096 3134 4018 4060|1682,0 192 60 22 46 13 0 4,115 153 176 200 282 323 685 687 751 795 807 854 873 1148 1330 1437 1682 1853 1932 2007 2009 2059 2068 2124 2293 2357 2576 2600 2779 2794 2799 2929 3134 3136 3162 3174 3182 3251 3274 3307 3320 3406 3454 3705 3774 3789 4034
44,444 1275 1603 1959 2141 2421 2438 3478|292 313 444 685 724 811 1203 1262 1275 1567 1603 1658 1732 1761 1959 2141 2170 2421 2703 2709 2813 2868 2965 3130 3158 3178 3259 3478 3514 3956|104 185 281 950 1004 1262 1761 1870 1959 2170 3021 3065 3158 3215 3950 4069|687 3339 3708|1499 2216|816 1959 2404 2819|104 185 3375 4069|185 1225 1262 1959 2170 2404 3021 4069|104 281 1262 1959 2170 2404 2819 3090 3375|104 1959 2404 2523 2819 3090 3375|1225 2404 2523 2819 3090 4069|311 1850 3191 3857|1850|282 721 2509 2636 2644 2821 3269 3939|5 280 1627 1859 1952 2509 2644 2821 2864 3269|311 3191|311 3191|14 280 282 1262 1627 1952 2963 3269 3804 3939|280 2509 2636 2821 2864 2965 3178 3269 3939 3995|14 130 176 199 306 429 737 795 947 972 1010 1155 1243 1277 1680 1838 1895 1908 2118 2289 2324 2473 2576 2610 2626 2662 2695 2793 3258 3417 3419 3541 3626 3804 3902 3925 3939 3942|14 130 306 429 972 1155 1225 1243 1262 1277 1680 1895 1908 1959 2289 2473 2576 2626 2749 3417 3419 3626 3804 3925 3939 3942 4069|947 1243 1277 2118 2289 2473 2576 2695 2749 2793 3626 3804 3870 3939|1262 1959 2473,0 181 118 10 0 8 0 19 0 13 0 15 0 23 0 24 0 10 38 210 0 28 11,199 1959 2118 2473 2793
45,125 279 489 558 852 884 947 951 977 1666 1806 2229 2280 2500 2523 2789 2844 2894 3146 3317 3490 3735 3852 3905|370 433 687 714 903 977 1375 1658 1806 1889 2258 2293 2407 2416 2438 2500 2769 2948 3699 3852 3953 4014|370 853 1123 1210 1363 1433 1790 2364 2495 3450 3556 3813 3910|159 370 388 486 558 595 609 618 685 724 825 852 884 951 977 1051 1128 1162 1325 1342 1432 1437 1450 1531 1870 1896 2110 2291 2429 2495 2522 2552 2554 2677 2680 2684 2732 2844 2903 3012 3146 3192 3264 3392 3426 3450 3549 3622 3686 3787 3811 3813 3852 3894 3905 3909 3994 4025 4027 4032|4005|303 370 486 526 558 1325 1437 1450 2293 2495 2552 2844 3012 3264 3362 3556 3654 3811 3890 3909|314 384 388 489 540 565 618 675 717 884 968 1261 1333 1343 1851 2404 2453 2523 2576 2596 2805 2844 2919 2995 3215 3307 3373 3374 3450 3467 3498 4025|4 147 171 324 384 388 489 512 525 540 597 675 756 797 829 852 1022 1036 1128 1261 1323 1397 1484 1895 2206 2216 2304 2404 2453 2727 2783 2787 2813 3146 3330 3486 3490 3498 3654 3894 3909 3953 3994 4005 4025|353 384 388 462 489 512 674 756 829 884 968 1209 1272 1323 1801 1826 2150 2216 2365 2404 2523 2576 2596 2727 2783 2844 2919 2995 3029 3307 3330 3373 3705 4025|139 384 525 541 651 681 756 775 833 852 858 884 890 1235 1343 1400 1415 1484 1637 1654 1742 1778 1965 2031 2404 2499 2523 2570 2571 2576 2797 2800 2805 2830 2844 2873 2882 3037 3152 3182 3214 3274 3307 3315 3343 3394 3644 3705 3813,0 19 33 15 0 11 121 17 29 351,139 384 463 489 565 751 756 833 890 989 1076 1155 1387 1637 1658 1742 2110 2356 2404 2523 2576 2598 2805 2882 3307 3394 3705 3813
46,158 637 1254 1331 1423 1559 1585 1764 1861 1934 3876|70 416 499 925 973 1321 1331 1369 1396 1934 3298 3315 3731 3876|68 187 1254 1284 1331 1866 2703 3761 3764|63 82 392 602 606 884 958 976 1225 1479 1585 1693 1771 2104 2169 2192 2317 2459 2703 2817 3046 3091 3293 3298 3378 3539 3624 4071|63 68 82 416 606 1598 1771 2117 2213 2317 2459 2603 2703 3269 3293 3298 3624|68 416 602 686 760 1479 1598 1934 2703 3876 3924|68 213 392 958 973 1598 1640 2117 2703 3269 3764 4071|70 416 818 884 973 1331 1479 1585 2117 3258 3269 3298|162 884 1284 1934 2206 3298 3876 4071|68 213 416 489 602 818 884 958 1331 1585 1598 1771 1866 1949 2117 2459 2703 3046 3091 3293 3298 3551 4071|2521|68 70 162 416 602 686 760 973 1246 1479 1648 1934 1949 2095 2117 2674 2703 2874 3258 3269 3876 3924|68 82 213 489 606 760 884 1479 1598 1771 2117 2317 2459 2703 2874 3091 3258 3269 3293 3298 3551 3624 3764 4071,0 102 86 41 37 55 28 38 21 42 8 62 74,2521
47,104 115 314 565 710 737 751 880 976 1035 1276 1291 1567 1743 1830 1871 2066 2118 2432 2524 2576 2689 2995 3103 3134 3307 3315 3454 3461 3519 3569 3807 3942|104 737 751 873 1083 1093 1394 1483 1690 2059 2118 2169 2192 2432 2464 2600 2817 3064 3159 3307 3344 3375 3423 3461 3580 3689 3708 4025|63 3375|63 104 2118 2197 3307 3375,0 41 0 27,20 282 285 711 867 1521 1583 1613 1795 2003 2047 2121 2954 2965 3101 3392 3785 3870 4032
48,444 529 614 687 745 808 1123 1213 1342 1484 1497 1597 1690 2160 2169 2252 2291 2341 2421 2522 2604 2684 2740 2930 2966 3238 3478 3481 3491 3498 3580 3736 3872|294 524 715 722 913 973 999 1024 1025 1054 1115 1123 1138 1265 1325 1334 1342 1429 1479 1486 1511 1582 1586 1621 1647 1686 1899 1934 2110 2131 2435 2438 2482 2643 2797 2805 2840 2991 3285 3448 3492 3681 3883 4013 4032|294 524 715 722 913 973 999 1024 1025 1054 1115 1123 1138 1265 1325 1334 1342 1429 1479 1486 1511 1582 1586 1621 1647 1686 1899 1934 2110 2131 2435 2438 2482 2643 2797 2805 2840 2991 3285 3448 3492 3681 3883 4013 4032,0 166 0,224 345 554 558 622 1111 1186 1309 1496 1709 1761 2017 2059 2289 2291 2293 2493 2684 2690 2783 2950 3212 3223 3681 3796 3813 3881 3897 3918 3981 3990 4013 4060
49,185 408 873 930 1433 2169 2426 3091 3337 3490|388 873 930 1010 1598 2003 2379 2694 2844 2880 2895 3556|185 687 1479 2779 3556 3920 3995|315 600 1251 1433 1511 2098 2531 2903 2927 3138 3910 3995|315 630 687 1011 1479 1598 2522 2779 3403 3556|315 951 979 1010 1129 1446 2003 2356 2732 2779 2844 2880 3490|388 405 565 600 630 680 751 873 1115 1155 1598 2118 2356 2707 3238 3294 3307 3454 3461 3507 3797 3942|171 185 345 512 565 751 930 1129 1155 1253 1394 1598 1964 1982 2118 2293 2356 2437 2844 3189 3507 3587|171 600 687 713 751 873 1228 1479 1598 1982 2098 2324 2432 2437 2463 2576 3234 3238 3307 3398 3580 3807 4047|77 453 849 873 930 1317 1525 1964 2003 2352 2918 2960 3075 3910|315 891 1935 2098 3064 3556|873 1598 2703 2844 2880 3064 3234 3920 3945|139 224 315 1055 1598 1721 2880 3307 3556|405 598 999 2636 2732 2903 3091,0 31 36 52 48 31 64 37 11 55 10 70 44 30,139 345 596 687 713 737 751 1155 1259 1598 2432 2463 2513 2873 3234 3238 3295 3307
50,115 217 282 525 577 687 790 2110 2493 2580 2644 3064 3315 3556 3948|30 115 533 753 1170 1848 1929 2110 2131 2380 2860 3666|710 819 833 1075 1081 1310 2110 2493 2576 2580 2779 2889 3134 3952,0 27 52,314 753 833 1081 1712 2576 2805 3666
51,115 282 294 687 972 1761 1894 1932 2170 2353 2387 2679 3014 3176 3667|2572 3514 3681 4011|194 581 843 873 1186 1216 1305 1590 1691 1801 2473 2948 3099 3176 3669 3935,0 63 42,120 713 1168 1189 1594 2078 2463 2626 2689 3369 4013 4051
52,536 589 999 1111 1808 2107 2352 2693 3007 3404 4078|508 936 1173 2448 3196 3468 3729 3740|347 973 1371 1460 1536 1724,0 0 103,393 958 1525 1571
53,299 304 361 441 600 711 778 863 1015 1032 1085 1262 1263 1479 1597 1608 1613 1675 1690 1760 2012 2121 2327 2394 2438 2491 2548 2566 2665 2704 2791 2956 3143 3377 3432 3515 3533 3580 3622 3870 4027 4067|125 279 345 378 451 525 688 798 903 1317 1400 1859 1958 2017 2074 2252 2303 2330 2423 2438 2548 2665 2666 3061 3162 3184 3278 3331 3344 3373 3484 3505 3515 3616 3648 3724 3759 3819 3936 4038|554 602 779 1051 1152 1250 1334 1535 1597 1828 1963 1994 1997 2027 2153 2391 2438 2556 2678 2765 2880 3178 3187 3412 3484 3634 3664 3686 4011 4038|314 600 602 968 1051 1123 1213 1380 1438 1441 1597 1828 2003 2353 2364 2438 2548 2681 2805 2812 3064 3179 3373 3412 3515 3580 3718 3797 3805 3910 4047|238 688 778 2170 2522 2543 3329 3331 3437 3515 3749 3916 3956 3964 4047|23 230 441 591 630 820 878 903 1658 1675 1682 1828 2003 2014 2093 2262 2394 2432 2438 2563 2805 2919 2980 3377 3412 3621 3724 3952 4038|258 945 1042 1349 2080 2555 2652 3227 3319 3372 3652 3719 3781|125 279 294 314 600 602 930 1213 1527 1597 1712 1839 1875 1945 2525 2544 2636 2805 3075 3159 3377 3385 3412 3459 3515 3580 3796 3819|207 595 600 602 880 903 977 1070 1334 1380 1438 1690 1839 1875 2003 2293 2556 2636 2717 2768 3138 3159 3262 3365 3530 3580 3819 3920|104 453 481 600 602 753 846 880 890 904 1131 1177 1225 1250 1380 1438 1535 1682 1895 2068 2078 2163 2323 2330 2394 2438 2517 2548 2576 2721 2812 3122 3159 3176 3307 3315 3340 3375 3385 3461 3515 3580 3626 3636 3814 3819 4013 4069|255 314 396 651 903 943 1049 1112 1177 1421 1712 2053 2353 2580 2730 2805 2824 2960 3122 3361 3641,0 56 13 119 25 13 80 59 84 157 21,77 121 134 207 453 463 525 600 602 674 713 880 890 903 984 1129 1177 1291 1333 1400 1862 1875 2007 2068 2197 2432 2437 2438 2517 2538 2576 2812 2916 3131 3136 3315 3451 3530 3580 3636 4013
54,60 147 183 310 454 607 642 1322 1468 1479 1533 1761 1870 2105 2419 2430 2872 3007 3310 3507 3736 3852|454 747 1031 1870 2419 2995 3921|32 260 324 345 576 848 923 1111 1298 1334 1347 1427 1479 1841 2053 2289 2715 2805 2960 3021 3069 3159 3243 3284 3507 3580 3622 3797 4047 4062|260 576 1281 1298 1479 1627 1643 1841 1849 2419 3021 3173,0 192 17 126,14 111 127 454 576 1170 1177 1427 1984 2488 3921
55,512 853 1062 1967 2404 2613 2844 3498|245 495 738 808 853 1207 1647 1673 1761 2089 2961 3481 3711 3872 4018|92 853 1283 1541 1761 1837 1967 1997 2027 2103 3562 3732 3763 4030|321 466 512 743 808 1053 1349 1468 1481 1541 1673 2405 2844 2976 3460 3481 3569 4030|28 488 2405 2475 2541 2692 2976 3326 3332 3401 3577 3664 3858 4018|28 738 1053 1349 1529 1673 2405 2613 2692 2837 2961 3064 3455 3489 3664 4018 4030|11 39 260 1491 2475 2715 2737 2837 3243 3470 3493 3505 3790 3858 3877|16 185 190 463 648 721 756 800 833 890 913 1076 1168 1387 1422 1509 1529 1597 1673 1846 1934 2096 2103 2167 2329 2404 2438 2882 3231 3876,0 27 11 23 87 35 44 188,738
56,32 395 434 488 630 1055 1091 1357 1408 1441 1784 2001 2010 2110 2458 2694 2779 2814 3064 3128 3284 3556 3622 3873 3883 3888 3920 4032 4042|171 315 433 573 609 1115 1162 1357 1576 1597 1784 1959 2004 2204 2407 2438 2522 2531 2677 2779 3238 3894 3909 4032|579 684 1184 2498 3373|180 195 469 477 497 1213 1495 1523 1525 1575 1676 1939 1977 2110 2255 2281 2293 2416 2429 2470 2526 2552 2822 2909 3156 3164 3230 3364 3426 3518 3556 3953|1375 1576 1959 2522 2552 3556 3920|16 25 133 140 190 315 472 609 630 740 763 958 1005 1184 1268 1272 1325 1361 1576 1654 2039 2196 2336 2365 2395 2400 2509 2522 2677 2684 2740 2841 2949 3029 3055 3064 3231 3238 3279 3366 3445 3823 3881 3883 3920 3995 3997 4009 4027|185 190 315 556 1055 1456 1685 1761 1959 2046 2222 2438 2679 2684 2715 2779 2805 3231 3243 3742 3995|121 153 396 600 642 651 846 1093 1112 1155 1330 1334 1438 1690 1778 1834 2118 2252 2324 2612 2744 2812 3103 3251 3295 3307 3315 3320 3580 3587 3957 3967,0 90 0 11 16 286 47 135,118 130 833 1036 1068 1214 1357 1635 1846 1905 2502 2718 2745 2906 3057 3710 4032
